197004     -0.03046      0.42201     -0.08874     -0.19809     -0.81516      1.86340      0.25399      0.08595      0.34468      0.14506      0.17032
197101     -0.04258      0.41477     -0.09113     -0.20972     -0.80067      1.86578      0.25091      0.08629      0.34740      0.14404      0.17136
197102     -0.03818      0.40969     -0.08916     -0.22690     -0.78765      1.86822      0.25008      0.08761      0.34907      0.14109      0.17216
197103     -0.04070      0.40276     -0.08430     -0.22150     -0.77578      1.86808      0.24703      0.08725      0.35099      0.14107      0.17366
197104     -0.04091      0.39798     -0.08119     -0.22168     -0.76571      1.87405      0.24553      0.08703      0.35306      0.14014      0.17423
197201     -0.03471      0.39573     -0.07774     -0.23341     -0.75685      1.88410      0.24423      0.08627      0.35568      0.13951      0.17431
197202     -0.03718      0.39182     -0.07707     -0.23500     -0.74850      1.89719      0.24647      0.08665      0.35412      0.13930      0.17346
197203     -0.03360      0.38230     -0.07663     -0.24039     -0.73810      1.90623      0.24571      0.08752      0.35392      0.13948      0.17336
197204     -0.02785      0.38334     -0.07857     -0.24607     -0.72797      1.92209      0.24415      0.08834      0.35483      0.14032      0.17235
197301     -0.00964      0.37628     -0.08239     -0.25262     -0.71275      1.92545      0.24531      0.08953      0.35114      0.14121      0.17281
197302      0.02094      0.38043     -0.07830     -0.24476     -0.70093      1.92388      0.24495      0.08853      0.35226      0.14119      0.17307
197303      0.05026      0.37547     -0.07394     -0.24416     -0.68912      1.92765      0.24931      0.08694      0.35039      0.14074      0.17263
197304      0.07358      0.37054     -0.06745     -0.20933     -0.67576      1.92507      0.24885      0.08602      0.34907      0.14349      0.17257
197401      0.10619      0.38179     -0.04979     -0.13089     -0.66716      1.91544      0.25033      0.08568      0.34693      0.14517      0.17189
197402      0.11783      0.39710     -0.03033     -0.08983     -0.65842      1.91924      0.24761      0.08462      0.34895      0.14869      0.17013
197403      0.11979      0.40815     -0.01801     -0.07007     -0.64547      1.92257      0.25053      0.08347      0.34853      0.14806      0.16942
197404      0.13402      0.40266     -0.01298     -0.07498     -0.62642      1.91973      0.25158      0.07948      0.35185      0.14669      0.17039
197501      0.12354      0.38200     -0.01226     -0.07612     -0.60544      1.92441      0.25053      0.08058      0.35438      0.14420      0.17031
197502      0.11632      0.37025     -0.01138     -0.07153     -0.59225      1.93802      0.24974      0.08125      0.35649      0.14357      0.16896
197503      0.12774      0.35951     -0.00526     -0.05600     -0.57570      1.93886      0.24944      0.08105      0.35589      0.14523      0.16839
197504      0.12150      0.34555     -0.00243     -0.05832     -0.55627      1.94344      0.24731      0.08002      0.35906      0.14457      0.16905
197601      0.10243      0.33893     -0.00149     -0.07302     -0.53984      1.95821      0.24591      0.07976      0.36170      0.14412      0.16850
197602      0.08899      0.33318      0.00130     -0.08158     -0.52561      1.96386      0.24554      0.07919      0.36200      0.14409      0.16919
197603      0.07662      0.32797     -0.00102     -0.08616     -0.50598      1.97302      0.24401      0.07929      0.36413      0.14324      0.16933
197604      0.05987      0.31436     -0.00411     -0.09486     -0.48374      1.98541      0.24071      0.07858      0.36827      0.14365      0.16879
197701      0.04912      0.30149     -0.00877     -0.10099     -0.45989      1.99327      0.24215      0.07769      0.36931      0.14156      0.16929
197702      0.04298      0.28478     -0.00798     -0.09804     -0.43702      1.99110      0.24127      0.07765      0.37057      0.14036      0.17015
197703      0.03556      0.27498     -0.01075     -0.11203     -0.41587      1.99733      0.23653      0.07807      0.37551      0.13935      0.17054
197704      0.03001      0.26021     -0.01340     -0.12059     -0.39612      2.00765      0.23471      0.08009      0.37516      0.13973      0.17031
197801      0.03926      0.24482     -0.00779     -0.13092     -0.38257      2.01585      0.23651      0.07756      0.37720      0.13745      0.17129
197802      0.06306      0.24675     -0.00410     -0.12899     -0.36677      2.02372      0.23525      0.07952      0.37773      0.13681      0.17069
197803      0.06897      0.23120     -0.00232     -0.12429     -0.34910      2.02777      0.23530      0.07961      0.37716      0.13667      0.17125
197804      0.06494      0.21359     -0.00841     -0.12617     -0.32524      2.03459      0.23546      0.07993      0.37371      0.13897      0.17193
197901      0.08438      0.20372     -0.00651     -0.11344     -0.30988      2.03937      0.23698      0.07705      0.37498      0.13956      0.17144
197902      0.08433      0.19540     -0.00488     -0.06200     -0.29044      2.03958      0.23540      0.07580      0.37482      0.14290      0.17109
197903      0.07072      0.17619     -0.00546     -0.01505     -0.26456      2.04054      0.23476      0.07606      0.37215      0.14567      0.17136
197904      0.05908      0.15454     -0.01211      0.00114     -0.23466      2.04787      0.23481      0.07453      0.37228      0.14637      0.17201
198001      0.05172      0.15212     -0.00109      0.05133     -0.21536      2.04561      0.23355      0.07254      0.37403      0.14824      0.17164
198002      0.05231      0.13624      0.00769      0.06630     -0.19438      2.03548      0.23174      0.07204      0.37426      0.14892      0.17305
198003      0.05868      0.11843      0.00756      0.05381     -0.16813      2.03901      0.22991      0.07180      0.37848      0.14674      0.17307
198004      0.05918      0.10152 3.27035e-004      0.04463     -0.13786      2.04371      0.22788      0.07177      0.38084      0.14625      0.17325
198101      0.05574      0.08330      0.00281      0.06823     -0.11353      2.03992      0.22802      0.07233      0.37761      0.14768      0.17437
198102      0.04080      0.06692 -9.72806e-005      0.06538     -0.08930      2.04340      0.22541      0.07185      0.38061      0.14676      0.17537
198103      0.03103      0.04954 -6.91410e-005      0.04652     -0.06427      2.04172      0.22354      0.07160      0.38286      0.14503      0.17697
198104      0.01205      0.02925     -0.00515      0.03586     -0.03908      2.04113      0.22218      0.07045      0.38465      0.14379      0.17893
198201      0.01288      0.01725     -0.00561      0.01440     -0.02210      2.04079      0.22208      0.07047      0.38819      0.14036      0.17891
198202      0.01110      0.01161 7.37570e-004     -0.01076     -0.01161      2.04335      0.22352      0.06919      0.39176      0.13697      0.17856
198203     -0.00427     -0.00455      0.00127 7.16344e-004      0.00775      2.04493      0.22214      0.06895      0.39298      0.13736      0.17856
198204     -0.01923     -0.02276      0.00268     -0.00398      0.02514      2.05155      0.21963      0.06826      0.39728      0.13658      0.17824
198301     -0.03120     -0.03082      0.00648     -0.03106      0.03705      2.05708      0.21868      0.06846      0.40082      0.13362      0.17841
198302     -0.02894     -0.03349      0.00722     -0.02847      0.04847      2.06809      0.21716      0.06974      0.40306      0.13358      0.17646
198303     -0.04173     -0.03578      0.00523     -0.02798      0.06185      2.07588      0.21691      0.06912      0.40344      0.13428      0.17626
198304     -0.04542     -0.04854      0.00637     -0.04108      0.07511      2.08216      0.21478      0.07035      0.40587      0.13262      0.17639
198401     -0.03666     -0.06003      0.00608     -0.04863      0.08696      2.08436      0.21501      0.07015      0.40638      0.13176      0.17670
198402     -0.04821     -0.07784      0.00169     -0.05746      0.10189      2.09510      0.21412      0.07075      0.40711      0.13151      0.17651
198403     -0.05364     -0.08434 -7.20100e-004     -0.07681      0.11688      2.09700      0.21472      0.06949      0.40918      0.12895      0.17766
198404     -0.06162     -0.08646     -0.00453     -0.08383      0.12943      2.10209      0.21247      0.06978      0.41221      0.12750      0.17804
198501     -0.06694     -0.08823     -0.00459     -0.09374      0.13997      2.11334      0.21038      0.06961      0.41621      0.12614      0.17765
198502     -0.08005     -0.09549     -0.01152     -0.08564      0.15608      2.11725      0.20988      0.06935      0.41573      0.12647      0.17857
198503     -0.09434     -0.11093     -0.01769     -0.09909      0.17314      2.12440      0.20834      0.06926      0.41813      0.12505      0.17923
198504     -0.09943     -0.12041     -0.02232     -0.10961      0.18936      2.13312      0.20733      0.06901      0.42038      0.12444      0.17884
