198902      9.37037      4.89522     10.57847     12.39471     10.61641      4.73004      8.15000
198903      9.37631      4.89970     10.58593     12.42729     10.62554      4.72295      7.75000
198904      9.38299      4.96018     10.58724     12.46323     10.63742      4.72295      7.63000
199001      9.39262      4.96654     10.55482     12.48252     10.60080      4.72739      7.90000
199002      9.39701      4.97376     10.55937     12.49760     10.60517      4.73092      7.73000
199003      9.39885      5.04265     10.54476     12.51269     10.58913      4.73970      7.36000
199004      9.39609      5.07167     10.56888     12.54180     10.62201      4.74493      6.74000
199101      9.39633      5.02197     10.58221     12.56411     10.63845      4.74667      5.90000
199102      9.40046      4.95442     10.59571     12.57419     10.65257      4.74319      5.57000
199103      9.40377      4.98648     10.61270     12.58417     10.66184      4.73883      5.22000
199104      9.40580      5.03455     10.61472     12.59430     10.67283      4.74057      4.07000
199201      9.41143      4.99816     10.63347     12.60515     10.68810      4.74319      4.04000
199202      9.41302      5.03409     10.64392     12.61637     10.68967      4.74840      3.66000
199203      9.41523      5.07392     10.67327     12.63084     10.72375      4.74840      2.91000
199204      9.41922      5.01183     10.68162     12.63803     10.72977      4.74319      3.22000
DATE        GDPL         PEXPL       M1L          M2L          BASEL         IMPL         TBILL
