196001      6.77878      8.09955      8.97196      8.55179      6.38519      8.62748      7.02287      6.68211      7.01392      7.47193      7.90286      5.69036      6.31355      6.49375      8.89398      9.17357      7.97005      6.88244      6.55251      6.96508      7.40974      6.17794      7.61135      7.81116      7.62217      8.80042      8.81745      7.05790      7.44833      7.26753      6.64639      8.06966      8.58802      7.62364      8.70168      7.48773      8.78691      6.76041      5.96358      6.19032      6.17379      7.64396      7.40306      7.32909      7.70075      6.91473      6.77194      6.15910      6.43775      6.49979      8.06589      7.83795      8.55101      8.10832      8.44161      7.48885      7.03966      8.01731      6.46459      6.81014      7.15851      5.66643      9.00110      6.67203      7.05704      7.94058      6.21261      7.20489      7.02909      6.75926      7.93845      5.91620      7.24208      7.47986      6.22059      6.32794      8.71964      8.64206      8.97715      6.42649      7.32647      7.55852      7.02019      7.02820      8.02911      7.53316      7.10250      6.25190      6.92363      7.44542      7.22402      6.92264      7.64826      8.92159      7.11233      7.13887      7.32581      6.50279      5.89715      6.83411      8.62641      6.99210      7.38026      6.52209      8.25036      9.18769      8.73134      7.57815      7.65397      6.12905      6.85013      6.89770
196101      6.82979      8.16423      8.94611      8.59785      6.34564      8.67266      7.03791      6.69950      7.01751      7.52023      7.95437      5.68017      6.35611      6.52062      8.89536      9.24261      8.00703      6.90475      6.57925      6.96414      7.43838      6.24417      7.62071      7.87246      7.69803      8.83754      8.87263      7.01392      7.37463      7.27101      6.65028      8.18116      8.65782      7.65064      8.74624      7.58782      8.80837      6.80793      5.99645      6.12030      6.14847      7.74587      7.41998      7.35628      7.74673      6.90875      6.72143      6.05444      6.47851      6.45677      8.11612      7.80221      8.53248      8.19008      8.51579      7.48829      7.15618      8.14206      6.31173      6.82437      7.06561      5.66988      9.05450      6.86797      7.04839      7.95015      6.17794      7.20564      7.03086      6.78333      8.08918      5.99645      7.28139      7.48212      6.24998      6.30628      8.74337      8.68508      8.99032      6.45677      7.39572      7.61481      7.03703      7.10743      8.10046      7.60290      7.12930      6.19441      6.94505      7.49443      7.21008      6.96791      7.68156      8.96916      7.33171      7.07581      7.34343      6.48768      5.89440      6.85224      8.70996      7.02198      7.38585      6.48768      8.24355      9.19370      8.74082      7.63964      7.66528      6.07074      6.84907      6.91374
196201      6.83733      8.11552      8.99826      8.61468      6.16331      8.71670      7.00488      6.69580      7.07581      7.54645      8.03593      5.85793      6.39859      6.47697      8.94181      9.26682      8.02846      6.92756      6.63595      6.97448      7.45876      6.14419      7.64731      7.89245      7.80262      8.86771      8.92332      7.18235      7.15070      7.26333      6.70808      8.27180      8.66991      7.63143      8.79604      7.65302      8.80941      6.80017      6.07304      6.07304      6.16542      7.75362      7.42476      7.29777      7.83439      6.92166      6.75460      6.09131      6.45834      6.46614      8.15536      7.83913      8.58858      8.23959      8.57263      7.50934      7.15618      8.20056      6.35784      6.83626      7.18387      5.80212      9.06566      6.97821      7.05359      7.96242      6.15273      7.17396      7.09174      6.75926      7.99294      5.93225      7.32119      7.57610      6.35089      6.30992      8.77106      8.72274      9.00073      6.47389      7.44892      7.68018      7.09257      7.16781      8.18088      7.63868      7.14756      6.11147      6.97354      7.52994      7.32515      7.01571      7.69621      9.00319      7.40428      7.13728      7.53102      6.54535      5.91080      6.88857      8.69182      6.99760      7.40914      6.51767      8.23138      9.23347      8.79634      7.62462      7.69984      6.30628      6.82220      6.84375
196301      6.85541      8.07184      9.04606      8.65137      6.16542      8.74910      7.04839      6.80793      7.11233      7.53102      7.99261      5.97126      6.41673      6.43935      8.97639      9.29183      8.04815      7.00941      6.60394      6.92461      7.43544      6.08222      7.69166      7.86173      7.85477      8.88309      8.90842      7.24351      7.31055      7.25700      6.76273      8.34451      8.68457      7.69621      8.83477      7.76853      8.84318      6.80572      6.08677      6.25190      6.31173      7.85322      7.45008      7.16472      7.97453      6.92756      6.73340      6.03069      6.39192      6.52503      8.19754      7.83716      8.67403      8.29255      8.62694      7.50824      7.20638      8.28979      6.41182      6.89972      7.13807      5.89164      8.99863      7.09506      7.02554      8.00370      6.16961      7.18387      7.11151      6.68336      8.02748      5.91620      7.34730      7.62706      6.36990      6.36130      8.79725      8.76920      9.02882      6.52649      7.50604      7.70391      7.10988      7.20564      8.24012      7.69485      7.15149      6.07074      6.99851      7.58883      7.34987      7.00851      7.70391      9.04723      7.40792      7.21891      7.33171      6.49224      5.87212      6.92952      8.75163      7.06647      7.49220      6.55251      8.20166      9.26046      8.82571      7.71334      7.75448      6.26340      6.75809      6.78559
196401      6.86380      8.15565      9.10287      8.70201      6.04973      8.80792      7.04665      6.81014      7.12287      7.53048      8.02976      5.88053      6.44731      6.46614      9.02208      9.32883      8.06495      7.10988      6.56526      6.91870      7.50934      6.12905      7.70030      7.83953      7.73500      8.94128      9.00258      7.28756      7.35052      7.32712      6.87420      8.39231      8.73761      7.73543      8.89275      7.80425      8.89234      6.77537      6.03548      6.20658      6.35611      7.93666      7.46851      7.29709      8.03625      6.95273      6.72022      6.03309      6.41182      6.57088      8.23933      7.88908      8.73745      8.35019      8.64065      7.59990      7.28619      8.40043      6.41510      6.93245      7.08506      5.93225      8.98632      7.11233      6.99668      8.07931      5.97381      7.20042      7.12044      6.84907      8.08240      5.88888      7.36518      7.69667      6.33859      6.40357      8.87599      8.81388      9.06346      6.59304      7.51643      7.74240      7.09340      7.29777      8.31654      7.72002      7.17702      5.87774      6.99851      7.52887      7.39265      6.89163      7.69029      9.10775      7.48997      7.24494      7.60589      6.43615      6.03548      6.98934      8.79133      7.07665      7.49443      6.58755      8.21447      9.29908      8.88696      7.81682      7.80384      6.21461      6.79122      6.82002
196501      6.90975      8.22148      9.09997      8.72875      5.90536      8.83346      7.09920      6.88141      7.17702      7.51915      8.11910      5.96358      6.38856      6.43455      9.07211      9.34356      8.08825      7.08924      6.59441      6.93925      7.48549      6.11810      7.76980      7.92841      7.90949      8.98707      9.03991      7.12044      7.34666      7.35372      6.88244      8.45361      8.79588      7.64779      8.92798      7.85360      8.90626      6.75344      6.04025      6.38351      6.36475      8.02813      7.47477      7.32909      8.14816      6.99485      6.73697      5.96101      6.38519      6.46770      8.25894      7.98412      8.78063      8.39615      8.65956      7.65917      7.36138      8.43381      6.40192      6.96414      7.10906      5.93489      9.07544      7.07581      6.98841      8.10772      6.00635      7.28413      7.12125      6.88755      8.03333      5.99645      7.40550      7.73500      6.40853      6.44254      8.91342      8.85780      9.10398      6.75926      7.57044      7.77570      7.11639      7.35372      8.37678      7.78945      7.17931      5.82600      7.00670      7.56579      7.42118      6.78333      7.82963      9.13616      7.43130      7.19519      7.56838      6.45520      6.19644      7.02198      8.75935      7.10579      7.49165      6.59304      8.16849      9.34941      8.90232      7.80057      7.83281      6.24222      6.99210      6.84907
196601      6.91274      8.21338      9.13583      8.77570      5.93754      8.85752      7.08924      6.81892      7.21229      7.53583      8.14845      5.93225      6.39859      6.42325      9.12063      9.35703      8.14206      7.08841      6.59987      6.97167      7.53796      6.23637      7.80792      8.08425      7.97453      8.99814      9.05474      7.22548      7.32251      7.42952      6.87420      8.51479      8.80837      7.61874      8.97373      7.89320      8.92026      6.72743      6.02345      6.41673      6.26149      8.06495      7.48493      7.39572      8.20958      7.02019      6.73578      5.94542      6.39359      6.37332      8.25894      8.02943      8.85152      8.37448      8.71358      7.69439      7.38337      8.52536      6.47389      7.06133      7.11964      6.10702      9.05998      7.02465      6.98841      8.14177      5.98645      7.37588      7.13090      6.85330      7.99699      6.05912      7.44073      7.76769      6.58203      6.37502      8.93089      8.89508      9.11427      6.76157      7.62120      7.83400      7.12448      7.39142      8.42967      7.81561      7.18159      6.15486      7.01661      7.63820      7.45934      6.82871      7.95226      9.14527      7.47760      7.20266      7.45934      6.47851      6.20051      7.09838      8.76593      7.11396      7.58579      6.63200      8.21284      9.39258      8.87738      7.84815      7.85825      6.35611      6.91870      6.86589
196701      6.92461      8.22524      9.15936      8.80026      5.97635      8.88903      7.06305      6.88857      7.23634      7.56941      8.24905      5.87212      6.57368      6.44889      9.13551      9.37535      8.14758      7.08423      6.69084      7.07412      7.51915      6.44095      7.82564      8.07091      8.07714      8.98732      9.07966      7.21229      7.35372      7.48829      6.86901      8.54927      8.81759      7.68708      9.01226      7.90692      8.94442      6.77079      6.01127      6.39526      6.38351      8.10651      7.50439      7.42833      8.22202      7.03439      6.67203      6.02828      6.40357      6.42487      8.29754      8.08703      8.84101      8.37078      8.77940      7.72046      7.43071      8.62101      6.50279      7.10497      7.13090      6.10032      8.98080      7.04316      6.99851      8.17442      5.98394      7.44833      7.19818      6.81124      8.03657      6.09582      7.44600      7.75876      6.57508      6.19441      8.97297      8.94468      9.06693      6.79571      7.67555      7.84698      7.16627      7.38709      8.46316      7.88571      7.21450      6.26910      6.98564      7.72754      7.47477      6.84588      7.98412      9.16983      7.41095      7.25841      7.53530      6.42162      6.27099      7.12930      8.77802      7.09506      7.60090      6.62804      8.17301      9.40591      8.88682      7.88156      7.89618      6.32972      6.98008      6.90875
196801      6.92461      8.25192      9.23406      8.83739      5.97381      8.92386      7.02287      6.87936      7.31522      7.65964      8.29555      5.92158      6.68711      6.48464      9.17316      9.39782      8.16223      7.18007      6.74993      7.06561      7.56008      6.44731      7.85399      8.13886      8.12947      9.04535      9.10831      7.19293      7.45240      7.50108      6.92560      8.59951      8.83010      7.70976      9.04759      8.10259      8.97891      6.77878      5.97889      6.39693      6.41836      8.17470      7.54327      7.42357      8.25323      7.06987      6.67456      6.04973      6.44572      6.45677      8.37908      8.17723      8.77106      8.49883      8.83390      7.83162      7.40184      8.73601      6.53088      7.20266      7.12769      6.10925      9.01918      7.12044      6.97448      8.22416      5.96101      7.53956      7.24351      6.79906      8.01830      6.08450      7.47364      7.76769      6.57368      6.18208      9.02822      8.95403      9.05684      6.83948      7.71244      7.79235      7.19744      7.41337      8.48405      7.98412      7.23921      6.26530      7.02643      7.83043      7.48549      6.84268      8.03851      9.19958      7.48661      7.31055      7.53530      6.29342      6.27099      7.18159      8.72193      7.12609      7.64444      6.62274      8.16080      9.43787      8.90286      7.93200      7.92154      6.32794      7.00125      6.87936
196901      6.98564      8.30968      9.26445      8.88281      5.96615      8.98281      6.98101      6.92067      7.32119      7.69803      8.38663      5.94017      6.72623      6.51767      9.21373      9.44240      8.17442      7.16549      6.77422      7.19068      7.60240      6.46614      7.87588      8.19919      8.21852      9.11383      9.17025      7.26123      7.50053      7.54168      6.96224      8.67659      8.92559      7.72665      9.11185      8.20084      8.98732      6.80017      5.91620      6.39526      6.55820      8.27053      7.56112      7.44950      8.35444      7.05445      6.68711      6.04973      6.50429      6.49375      8.44613      8.23297      8.76811      8.60502      8.89151      7.87436      7.43011      8.83084      6.54822      7.29097      7.17319      6.10256      9.12380      7.15305      7.00760      8.24538      5.92426      7.61579      7.28824      6.82220      7.87436      6.11368      7.48717      7.79934      6.48920      6.44254      9.08000      8.99156      9.11537      6.82111      7.76345      7.81035      7.22911      7.51262      8.60447      8.01202      7.26263      6.34914      6.90575      7.95472      7.48212      6.64249      7.96520      9.23941      7.65444      7.30653      7.70931      6.44731      6.33150      7.23418      8.85566      7.17396      7.66950      6.66950      8.22924      9.45767      8.91422      8.07620      7.97109      6.37161      6.92264      6.91473
