198502      6.97752      6.98443      6.27740      6.27382      0.05800      0.07100      0.00000      0.00000      0.00000      0.00000      0.00000      0.94563     -0.95465
198503      6.97444      6.96950      6.29083      6.29913      0.04900      0.06500      0.00000      0.00000      0.00000      0.00000      0.00000      4.69489      6.63522
198504      6.97758      7.01645      6.29345      6.33452      0.04800      0.06500      0.00000      0.00000      0.00000      0.00000      0.00000      3.25394     15.21797
198601      7.01159      7.01101      6.28727      6.24727      0.04600      0.06100      0.00000      0.00000      0.00000      0.00000      0.00000      3.22768     -8.22886
198602      7.01664      7.02679      6.30152      6.30390      0.04600      0.05700      0.00000      0.00000      0.00000      0.00000      0.00000      3.20185      0.46163
198603      7.03175      7.02609      6.31101      6.32167      0.04600      0.05800      0.00000      0.00000      0.00000      0.00000      0.00000      2.72419      5.04305
198604      7.04585      7.05262      6.31989      6.36096      0.04700      0.06000      0.00000      0.00000      0.00000      0.00000      0.00000      1.80587     13.87940
198701      7.05729      7.05565      6.29229      6.26530      0.04200      0.05700      0.00000      0.00000      0.00000      0.00000      0.00000      2.69361     -8.89914
198702      7.06625      7.07598      6.31879      6.31065      0.03800      0.05500      0.00000      0.00000      0.00000      0.00000      0.00000      2.23090     -0.90090
198703      7.08222      7.07573      6.32528      6.33718      0.03900      0.06000      0.00000      0.00000      0.00000      0.00000      0.00000     -1.78373      0.90090
198704      7.08841      7.09549      6.33771      6.38182      0.04100      0.06200      0.00000      0.00000      0.00000      0.00000      0.00000      3.11632     14.57920
198801      7.10526      7.10187      6.33645      6.31282      0.03400      0.05800      0.00000      0.00000      0.00000      0.00000      0.00000      0.88594    -10.10488
198802      7.11546      7.12278      6.34564      6.34406      0.03600      0.06000      0.00000      0.00000      0.00000      0.00000      0.00000      3.08541      0.44469
198803      7.13178      7.12451      6.36078      6.37144      0.05100      0.06400      0.00000      0.00000      0.00000      0.00000      0.00000     -0.43932      1.77384
198804      7.13589      7.14431      6.37247      6.41133      0.05100      0.06200      0.00000      0.00000      0.00000      0.00000      0.00000      3.93661     15.19445
198901      7.15002      7.14615      6.38213      6.36217      0.06200      0.06800      0.00000      0.00000      0.00000      0.00000      0.00000      2.17038     -8.61174
198902      7.14624      7.15204      6.38319      6.39593      0.06800      0.07000      0.00000      0.00000      0.00000      0.00000      0.00000      2.15867      0.00000
198903      7.15510      7.14808      6.39109      6.40125      0.07100      0.06900      0.00000      0.00000      0.00000      0.00000      0.00000      2.14708      3.89824
198904      7.16078      7.17307      6.40341      6.44477      0.08100      0.07500      0.00000      0.00000      0.00000      0.00000      0.00000      4.25989     14.80867
199001      7.14946      7.15401      6.42697      6.41198      0.08500      0.08900      1.00000      0.00000      0.00000      0.00000      0.00000      3.37555     -6.27956
199002      7.15338      7.29937      6.43663      6.43583      0.08300      0.09000      0.00000      0.00000      1.00000      0.00000      0.00000      2.93042      0.84299
199003      7.15756      7.29974      6.45551      6.46412      0.08500      0.09100      0.00000      0.00000      0.00000      0.00000      0.00000      3.73640      4.60497
199004      7.17297      7.32628      6.46925      6.50623      0.09200      0.09000      0.00000      0.00000      0.00000      1.00000      0.00000      0.82559     11.48797
199101      7.30201      7.31185      6.55873      6.47512      0.09000      0.08500      0.00000      1.00000      0.00000      0.00000      0.00000      4.51056     -5.29270
199102      7.29307      7.30619      6.57136      6.50189      0.09000      0.08500      0.00000      0.00000      0.00000      0.00000      0.00000      7.27293      5.29270
199103      7.30075      7.30518      6.57060      6.50563      0.09200      0.08700      0.00000      0.00000      0.00000      0.00000      0.00000      2.79303      4.02418
199104      7.31407      7.34289      6.58648      6.52781      0.09500      0.08500      0.00000      0.00000      0.00000      0.00000      0.00000      3.56262     13.77411
199201      7.32416      7.32935      6.59959      6.57577      0.09700      0.08100      0.00000      0.00000      0.00000      0.00000      1.00000      4.70133     -1.93893
199202      7.33049      7.33775      6.59884      6.58865      0.09700      0.08300      0.00000      0.00000      0.00000      0.00000      0.00000      5.41594      3.86850
199203      7.34552      7.34842      6.60120      6.60259      0.09400      0.08000      0.00000      0.00000      0.00000      0.00000      0.00000      4.20453      6.87040
199204      7.35743      7.36223      6.60059      6.62433      0.09000      0.07300      0.00000      0.00000      0.00000      0.00000      0.00000      1.51803     12.66400
199301      7.36019      7.36536      6.58566      6.54420      0.07900      0.06400      0.00000      0.00000      0.00000      0.00000      0.00000      3.77006     -5.90962
199302      7.37608      7.37822      6.58877      6.57911      0.07600      0.06600      0.00000      0.00000      0.00000      0.00000      0.00000      4.84854      2.59621
199303      7.38972      7.37947      6.60050      6.59578      0.06600      0.06000      0.00000      0.00000      0.00000      0.00000      0.00000      0.37054      3.67988
199304      7.41502      7.43357      6.59940      6.60908      0.06100      0.05500      0.00000      0.00000      0.00000      0.00000      0.00000      1.84758     12.61934
199401      7.44214      7.44114      6.61173      6.56850      0.05800      0.06200      0.00000      0.00000      0.00000      0.00000      0.00000      3.30429     -7.16223
199402      7.45158      7.44960      6.62182      6.60435      0.05000      0.06900      0.00000      0.00000      0.00000      0.00000      0.00000      1.45986     -0.36150
199403      7.44547      7.43102      6.63151      6.61861      0.05000      0.07000      0.00000      0.00000      0.00000      0.00000      0.00000      0.72793      3.24180
199404      7.42767      7.42826      6.63879      6.63147      0.05400      0.07400      0.00000      0.00000      0.00000      0.00000      0.00000      1.81406     12.71069
DATE        MSUBP        MSUBPNSA     YSAL         YNSAL        RS           RL           DUM1         DUM2         DUM3         DUM4         DUM5         INFSA2      INFNSA2
