194702      2.37000      1.63000
194703      2.30000      1.46000
194704      2.35000      1.32000
194801      2.33000      1.62000
194802      2.22000      1.45000
194803      2.12000      1.69000
194804      2.12000      2.06000
194901      2.08000      2.10000
194902      2.00000      2.17000
194903      1.97000      2.27000
194904      1.91000      2.16000
195001      2.16000      2.44000
195002      2.37000      1.98000
195003      2.62000      1.70000
195004      2.81000      1.75000
195101      3.10000      1.97000
195102      2.97000      2.65000
195103      2.95000      2.92000
195104      3.13000      3.08000
195201      3.12000      3.19000
195202      3.14000      3.29000
195203      3.12000      3.40000
195204      3.21000      3.39000
195301      3.30000      3.54000
195302      3.29000      3.57000
195303      3.24000      3.47000
195304      3.00000      3.48000
195401      2.87000      3.33000
195402      2.87000      3.22000
195403      2.90000      3.17000
195404      2.97000      3.13000
195501      3.12000      3.11000
195502      3.16000      3.08000
195503      3.23000      3.05000
195504      3.28000      3.00000
195601      3.27000      3.00000
195602      3.33000      3.02000
195603      3.30000      3.08000
195604      3.40000      3.11000
195701      3.45000      3.21000
195702      3.42000      3.27000
195703      3.40000      3.26000
195704      3.28000      3.36000
195801      3.11000      3.27000
195802      3.11000      3.59000
195803      3.22000      3.71000
195804      3.34000      3.71000
195901      3.48000      3.68000
195902      3.60000      3.67000
195903      3.53000      3.73000
195904      3.53000      3.67000
196001      3.78000      3.52000
196002      3.74000      3.53000
196003      3.70000      3.65000
196004      3.67000      3.71000
196101      3.67000      3.84000
196102      3.73000      3.94000
196103      3.78000      3.89000
196104      3.88000      4.00000
196201      3.91000      4.08000
196202      3.96000      4.15000
196203      4.03000      4.14000
196204      4.06000      4.22000
196301      4.16000      4.18000
196302      4.25000      4.18000
196303      4.28000      4.27000
196304      4.30000      4.26000
196401      4.24000      4.35000
196402      4.11000      4.33000
196403      4.19000      4.28000
196404      4.24000      4.24000
196501      4.40000      4.23000
196502      4.45000      4.23000
196503      4.37000      4.48000
196504      4.48000      4.52000
196601      4.76000      4.68000
196602      4.88000      4.83000
196603      4.93000      4.95000
196604      4.94000      5.09000
196701      4.97000      5.39000
196702      4.97000      5.34000
196703      5.05000      5.41000
196704      5.13000      5.47000
196801      5.32000      5.59000
196802      5.42000      5.64000
196803      5.70000      5.63000
196804      5.79000      5.68000
196901      6.05000      5.61000
196902      6.06000      5.64000
196903      5.91000      5.66000
196904      5.88000      5.66000
197001      5.67000      5.60000
197002      5.63000      5.97000
197003      5.50000      5.88000
197004      5.42000      5.88000
197101      5.46000      5.89000
197102      5.43000      6.02000
197103      5.42000      5.97000
197104      5.51000      6.01000
197201      5.95000      6.23000
197202      5.92000      6.41000
197203      5.96000      6.16000
197204      6.06000      6.61000
197301      6.40000      6.50000
197302      6.36000      6.45000
197303      6.35000      6.26000
197304      6.43000      6.28000
197401      6.51000      6.38000
197402      6.59000      6.57000
197403      6.67000      6.60000
197404      6.42000      6.75000
DATE        REVENUE      EXPEND
