197001     11.26917     12.10947
197002     11.27447     12.12302
197003     11.28312     12.13729
197004     11.29299     12.13386
197101     11.30460     12.13703
197102     11.31153     12.13741
197103     11.31274     12.14786
197104     11.31556     12.15650
197201     11.32689     12.17024
197202     11.33801     12.16679
197203     11.34730     12.17363
197204     11.35766     12.18355
197301     11.37238     12.19618
197302     11.38413     12.22233
197303     11.39221     12.25601
197304     11.40110     12.27152
197401     11.41400     12.28993
197402     11.42535     12.29058
197403     11.43083     12.28706
197404     11.43198     12.26324
197501     11.43346     12.25187
197502     11.43820     12.24957
197503     11.44959     12.26392
197504     11.46198     12.27866
197601     11.47319     12.29206
197602     11.48372     12.31385
197603     11.49257     12.33727
197604     11.49489     12.35190
197701     11.49831     12.35806
197702     11.50493     12.35334
197703     11.51643     12.34769
197704     11.52425     12.35096
197801     11.53037     12.36916
197802     11.53493     12.38065
197803     11.54117     12.39351
197804     11.55252     12.41264
197901     11.56731     12.42454
197902     11.57938     12.42981
197903     11.58961     12.44685
197904     11.60104     12.47521
198001     11.61504     12.48430
198002     11.62495     12.48326
198003     11.62775     12.47291
198004     11.62681     12.47547
198101     11.62807     12.47385
198102     11.63322     12.48602
198103     11.63995     12.48687
198104     11.64451     12.48810
198201     11.64849     12.48958
198202     11.65302     12.49206
198203     11.65835     12.48610
198204     11.66214     12.48543
198301     11.66507     12.48998
198302     11.66758     12.49444
198303     11.67349     12.50248
198304     11.68112     12.51455
198401     11.68870     12.52452
198402     11.69131     12.52499
198403     11.68980     12.52551
198404     11.68980     12.52804
198501     11.69627     12.53777
198502     11.70688     12.55011
198503     11.71787     12.55867
198504     11.72490     12.56713
198601     11.73030     12.56747
198602     11.73532     12.57877
198603     11.74281     12.58801
198604     11.75047     12.59150
198701     11.75896     12.59363
198702     11.76533     12.61050
198703     11.77043     12.61512
198704     11.77691     12.62834
198801     11.78247     12.64020
198802     11.78865     12.64531
198803     11.79445     12.65225
198804     11.80000     12.66182
198901     11.80388     12.66785
198902     11.80906     12.67321
198903     11.81585     12.68007
198904     11.82263     12.69209
199001     11.82882     12.69835
199002     11.83374     12.69871
199003     11.83847     12.70282
199004     11.84482     12.69909
199101     11.85073     12.70436
199102     11.85756     12.70745
199103     11.86210     12.71430
199104     11.86563     12.71811
199201     11.86734     12.71919
199202     11.86778     12.72113
199203     11.86617     12.71624
199204     11.86262     12.71021
199301     11.86029     12.70317
199302     11.86255     12.70498
199303     11.86768     12.70200
199304     11.87362     12.71015
199401     11.87689     12.71155
199402     11.87734     12.72477
199403     11.87939     12.73259
199404     11.88338     12.73537
199501     11.88819     12.75055
199502     11.89275     12.75265
199503     11.89501     12.75869
199504     11.89617     12.75952
199601     11.89728     12.76372
DATE       C_SA         Y_SA
