198601     -5.99808     -5.33113     -4.47551      2.48956      2.50732      2.44456
198602     -5.99614     -5.32280     -4.47310      2.49184      2.53138      2.45251
198603     -6.00839     -5.32645     -4.47367      2.48219      2.53418      2.45126
198604     -6.00191     -5.32438     -4.46800      2.48380      2.54079      2.45342
198701     -5.99433     -5.32044     -4.45989      2.48199      2.52762      2.44532
198702     -5.99986     -5.32085     -4.45572      2.47860      2.52273      2.44243
198703     -5.99945     -5.32241     -4.45275      2.48677      2.52584      2.44440
198704     -5.99774     -5.32274     -4.45048      2.49148      2.52873      2.44550
198801     -5.99477     -5.31912     -4.44262      2.49605      2.53665      2.44975
198802     -5.98881     -5.31654     -4.43869      2.49434      2.53420      2.44817
198803     -5.98736     -5.30898     -4.43049      2.48838      2.53471      2.44927
198804     -5.98916     -5.30826     -4.42878      2.48772      2.53454      2.44772
198901     -5.98724     -5.30954     -4.42959      2.47829      2.52493      2.43973
198902     -5.99911     -5.31597     -4.43050      2.47023      2.51032      2.43288
198903     -5.99901     -5.30867     -4.42375      2.47187      2.51872      2.43465
198904     -6.00708     -5.31133     -4.42170      2.46234      2.51221      2.42630
199001     -6.01550     -5.32148     -4.42692      2.44573      2.49488      2.42034
199002     -6.01356     -5.32850     -4.42369      2.45214      2.49980      2.42369
199003     -6.01569     -5.32516     -4.41931      2.45264      2.49434      2.42003
199004     -6.02825     -5.34261     -4.42504      2.45203      2.47994      2.41316
