195701     29.01000     30.33000      8.11000     49.69000     32.46000
195702     29.51000     31.46000      8.27000     50.63000     32.81000
195703     29.74000     31.30000      8.35000     49.69000     32.74000
195704     29.21000     33.39000      8.67000     49.69000     32.31000
195705     29.21000     32.27000      9.15000     50.63000     32.17000
195706     29.17000     33.23000      8.91000     50.63000     32.24000
195707     29.17000     31.30000      9.07000     50.63000     32.46000
195708     29.24000     30.97000      8.75000     50.63000     32.46000
195709     28.67000     33.56000      8.75000     51.10000     32.17000
195710     28.37000     34.36000      8.67000     49.69000     31.68000
195711     28.44000     36.14000      8.67000     50.63000     30.97000
195712     28.47000     33.72000      8.51000     49.69000     30.34000
195801     28.27000     35.50000      8.43000     49.69000     29.77000
195802     28.54000     34.38000      8.51000     50.63000     29.14000
195803     28.47000     33.69000      8.43000     50.63000     28.79000
195804     28.77000     34.99000      8.43000     49.69000     28.36000
195805     27.01000     33.97000      8.19000     49.23000     28.65000
195806     28.81000     34.20000      8.11000     49.69000     29.35000
195807     29.01000     36.15000      8.43000     49.69000     29.77000
195808     28.67000     37.54000      8.51000     49.23000     30.41000
195809     28.87000     32.81000      8.51000     49.23000     30.69000
195810     28.94000     35.96000      8.75000     49.23000     31.04000
195811     29.54000     35.04000      8.67000     50.16000     31.96000
195812     29.74000     35.36000      8.91000     50.63000     31.96000
195901     30.01000     35.04000      8.99000     49.21000     32.46000
195902     30.61000     35.22000      9.31000     49.21000     33.09000
195903     30.61000     34.06000      9.31000     49.21000     33.58000
195904     31.24000     39.31000      9.55000     50.19000     34.29000
195905     31.07000     34.71000      9.88000     51.16000     34.78000
195906     31.17000     38.75000     10.20000     51.16000     34.85000
195907     31.30000     38.33000     10.28000     51.16000     34.01000
195908     31.30000     37.59000     10.44000     51.16000     32.88000
195909     31.94000     38.99000     10.68000     52.13000     32.81000
195910     32.60000     39.45000     10.92000     53.11000     32.60000
195911     31.84000     39.82000     11.08000     53.11000     32.81000
195912     32.04000     40.56000     11.56000     53.60000     34.78000
196001     32.77000     39.08000     11.56000     54.08000     35.70000
196002     32.50000     41.54000     12.13000     54.08000     35.42000
196003     32.77000     42.24000     12.13000     54.57000     35.07000
196004     31.80000     40.94000     12.37000     54.57000     34.78000
196005     32.00000     42.89000     12.37000     55.06000     34.78000
196006     31.84000     41.12000     12.45000     55.06000     34.36000
196007     31.34000     41.22000     12.78000     54.57000     34.22000
196008     31.60000     42.98000     12.94000     55.06000     34.15000
196009     31.90000     43.17000     13.18000     55.06000     33.80000
196010     32.04000     41.35000     13.34000     55.06000     33.80000
196011     31.84000     43.82000     13.66000     54.57000     33.30000
196012     31.70000     45.12000     13.74000     55.06000     32.67000
196101     32.04000     45.03000     14.14000     55.54000     32.74000
196102     32.07000     45.21000     14.22000     55.06000     32.67000
196103     31.77000     45.91000     14.54000     55.54000     32.88000
196104     32.77000     45.35000     14.54000     56.03000     33.51000
196105     32.80000     44.05000     14.94000     55.06000     34.08000
196106     33.24000     44.75000     15.10000     56.03000     34.50000
196107     33.67000     44.75000     15.43000     56.52000     34.92000
196108     33.44000     45.07000     15.67000     55.54000     35.28000
196109     34.14000     44.79000     15.59000     55.54000     35.21000
196110     34.34000     44.38000     15.91000     55.54000     35.91000
196111     34.50000     45.07000     16.07000     55.06000     36.48000
196112     34.60000     44.98000     16.31000     55.06000     36.76000
196201     34.74000     46.33000     16.55000     55.06000     36.48000
196202     34.97000     46.25000     16.55000     55.54000     37.04000
196203     35.53000     45.99000     16.79000     56.03000     37.25000
196204     35.43000     45.39000     16.55000     56.03000     37.32000
196205     36.10000     46.50000     16.71000     56.52000     37.25000
196206     36.27000     46.59000     16.55000     56.52000     37.18000
196207     36.90000     46.59000     16.23000     56.52000     37.54000
196208     36.07000     48.55000     16.55000     57.98000     37.61000
196209     37.00000     47.52000     16.31000     57.01000     37.82000
196210     36.67000     46.93000     16.23000     56.52000     37.89000
196211     36.73000     47.69000     16.31000     56.03000     38.03000
196212     36.70000     46.33000     16.23000     54.57000     38.03000
196301     36.87000     46.50000     16.55000     51.91000     38.31000
196302     37.17000     45.65000     17.03000     54.21000     38.73000
196303     37.70000     47.27000     17.11000     57.10000     39.02000
196304     37.53000     47.86000     17.75000     56.52000     39.37000
196305     38.20000     48.03000     17.99000     57.68000     39.79000
196306     38.43000     47.78000     17.83000     58.25000     39.93000
196307     38.03000     48.55000     18.48000     58.83000     39.79000
196308     37.93000     50.33000     18.88000     58.83000     39.86000
196309     39.50000     48.80000     18.88000     59.98000     40.29000
196310     39.46000     49.57000     19.52000     59.41000     40.57000
196311     40.10000     50.08000     19.76000     60.56000     40.71000
196312     40.53000     48.55000     19.92000     59.98000     40.64000
196401     40.90000     51.01000     20.16000     60.56000     40.99000
196402     41.63000     52.29000     20.64000     61.71000     41.27000
196403     41.06000     51.27000     20.40000     61.71000     41.27000
196404     42.03000     51.53000     20.64000     62.29000     41.98000
196405     42.03000     50.93000     20.97000     62.29000     42.19000
196406     42.23000     51.95000     21.37000     62.87000     42.33000
196407     41.90000     53.06000     21.37000     62.29000     42.62000
196408     42.23000     52.63000     21.37000     62.87000     42.90000
196409     43.13000     52.46000     21.93000     62.87000     43.04000
196410     42.93000     53.31000     21.93000     63.44000     42.47000
196411     43.66000     53.31000     21.69000     64.02000     43.74000
196412     43.63000     54.17000     22.25000     64.02000     44.24000
196501     44.36000     55.70000     22.01000     64.60000     44.73000
196502     44.03000     54.93000     21.85000     64.60000     45.01000
196503     45.06000     54.76000     22.01000     64.02000     45.65000
196504     44.73000     54.93000     21.85000     64.02000     45.79000
196505     45.03000     54.68000     21.53000     65.17000     46.21000
196506     45.23000     54.25000     21.93000     64.02000     46.57000
196507     46.32000     54.59000     21.93000     64.60000     46.99000
196508     45.19000     55.10000     21.93000     64.02000     47.20000
196509     46.36000     55.44000     22.09000     64.60000     47.27000
196510     47.32000     55.36000     22.09000     65.17000     47.77000
196511     47.52000     54.76000     22.49000     64.60000     47.98000
196512     48.26000     56.47000     22.49000     65.17000     48.54000
196601     48.26000     56.04000     22.81000     65.17000     49.04000
196602     48.52000     56.38000     22.89000     65.17000     49.39000
196603     48.49000     57.49000     23.53000     66.33000     50.02000
196604     48.66000     56.21000     24.02000     65.75000     50.09000
196605     48.56000     55.78000     24.26000     65.17000     50.59000
196606     48.69000     56.55000     24.66000     65.75000     50.80000
196607     48.36000     55.95000     25.06000     65.75000     51.08000
196608     47.56000     55.10000     25.46000     66.33000     51.15000
196609     48.96000     55.27000     25.86000     65.17000     51.65000
196610     49.59000     54.76000     26.26000     65.17000     52.00000
196611     49.49000     54.25000     26.91000     64.02000     51.65000
196612     49.62000     54.42000     27.47000     64.02000     51.72000
196701     49.85000     53.57000     27.63000     64.60000     52.00000
196702     49.52000     53.14000     27.39000     64.60000     51.36000
196703     49.32000     52.63000     28.11000     65.17000     51.08000
196704     50.49000     52.63000     28.35000     65.75000     51.58000
196705     49.95000     51.70000     28.91000     65.17000     51.15000
196706     50.22000     52.89000     29.48000     65.17000     51.15000
196707     50.39000     54.25000     29.80000     65.17000     51.01000
196708     50.99000     53.31000     30.28000     65.17000     52.00000
196709     50.89000     54.51000     31.16000     66.33000     51.93000
196710     50.49000     55.10000     31.48000     65.75000     52.35000
196711     51.39000     55.87000     32.13000     66.33000     53.06000
196712     51.92000     58.94000     32.45000     68.06000     53.62000
196801     51.72000     54.85000     32.37000     68.90000     53.62000
196802     51.49000     56.04000     32.85000     69.70000     53.76000
196803     51.72000     56.38000     33.01000     70.30000     53.97000
196804     53.05000     56.64000     33.25000     70.00000     54.04000
196805     53.62000     57.83000     34.29000     70.80000     54.61000
196806     54.12000     58.59000     33.73000     70.90000     54.82000
196807     53.98000     57.83000     34.13000     70.90000     54.75000
196808     54.45000     61.75000     35.02000     71.40000     54.89000
196809     55.12000     60.64000     34.86000     71.30000     55.10000
196810     55.58000     60.89000     35.74000     70.80000     55.24000
196811     56.25000     63.28000     36.71000     71.40000     55.95000
196812     56.15000     63.11000     36.55000     72.00000     56.09000
196901     56.52000     63.45000     37.03000     72.20000     56.44000
196902     57.01000     63.19000     37.60000     72.60000     56.80000
196903     58.01000     64.39000     37.60000     72.50000     57.29000
196904     57.35000     64.98000     38.72000     73.60000     57.08000
196905     57.28000     66.00000     39.60000     73.60000     56.87000
196906     57.28000     66.60000     39.28000     74.10000     57.36000
196907     57.98000     67.03000     39.76000     73.90000     57.71000
196908     57.08000     68.73000     40.16000     72.80000     57.85000
196909     57.28000     67.71000     41.05000     72.90000     57.78000
196910     57.15000     68.64000     42.17000     71.80000     57.85000
196911     57.81000     69.50000     42.17000     73.20000     57.29000
196912     58.91000     67.96000     42.97000     73.90000     57.15000
197001     58.78000     68.22000     43.54000     72.00000     56.09000
197002     59.45000     69.07000     44.02000     73.30000     56.02000
197003     58.68000     69.50000     44.34000     74.10000     55.95000
197004     58.11000     70.69000     44.74000     73.80000     55.81000
197005     58.38000     71.45000     45.30000     73.10000     55.74000
197006     58.05000     71.11000     45.95000     73.20000     55.60000
197007     58.25000     72.39000     45.95000     73.60000     55.74000
197008     58.68000     71.54000     45.78000     73.60000     55.60000
197009     57.75000     70.52000     45.95000     73.30000     55.24000
197010     57.75000     70.94000     46.11000     74.40000     54.12000
197011     58.21000     70.52000     45.62000     73.20000     53.76000
197012     58.45000     71.88000     46.59000     74.00000     55.03000
197101     59.06000     71.88000     46.51000     74.40000     55.46000
197102     59.37000     71.71000     46.27000     73.00000     55.31000
197103     59.55000     71.11000     46.75000     72.10000     55.31000
197104     59.86000     72.14000     46.51000     73.10000     55.60000
197105     60.91000     71.37000     45.30000     73.50000     55.88000
197106     61.09000     72.22000     46.27000     73.20000     56.09000
197107     61.40000     73.67000     46.43000     72.90000     55.95000
197108     63.12000     70.77000     46.59000     73.40000     55.60000
197109     63.25000     71.88000     47.15000     72.70000     56.51000
197110     63.92000     72.05000     46.59000     72.80000     56.94000
197111     63.19000     70.86000     47.15000     72.70000     57.22000
197112     63.62000     70.26000     46.83000     73.10000     57.85000
197201     63.92000     71.71000     47.15000     71.00000     59.12000
197202     63.25000     72.73000     47.63000     65.40000     59.55000
197203     64.17000     74.18000     48.51000     71.80000     60.04000
197204     65.71000     74.27000     48.27000     73.60000     61.03000
197205     64.97000     73.50000     49.00000     75.00000     60.89000
197206     65.77000     74.10000     49.24000     75.40000     61.03000
197207     65.65000     74.69000     49.16000     74.50000     60.96000
197208     66.08000     74.52000     50.44000     75.30000     61.81000
197209     67.43000     74.01000     51.00000     76.40000     62.44000
197210     68.54000     74.86000     51.49000     77.40000     63.36000
197211     69.22000     76.14000     52.53000     78.00000     64.13000
197212     69.34000     77.16000     53.73000     78.60000     64.77000
197301     70.02000     77.50000     55.22000     81.00000     64.77000
197302     71.68000     78.44000     55.62000     80.20000     65.69000
197303     72.42000     78.86000     56.52000     81.10000     65.69000
197304     72.36000     78.10000     56.42000     80.40000     65.90000
197305     72.05000     79.29000     56.92000     80.50000     66.18000
197306     72.85000     78.61000     57.52000     81.90000     66.67000
197307     74.15000     76.31000     56.82000     81.50000     67.10000
197308     71.93000     80.14000     58.52000     81.50000     67.10000
197309     72.61000     79.12000     57.62000     81.10000     67.59000
197310     73.72000     78.61000     58.52000     81.90000     67.80000
197311     74.76000     78.69000     59.12000     81.00000     67.87000
197312     74.76000     77.25000     59.12000     80.30000     66.82000
197401     76.12000     78.61000     59.32000     74.40000     65.83000
197402     76.43000     78.69000     59.32000     74.50000     65.62000
197403     76.43000     77.67000     57.92000     77.10000     65.90000
197404     75.44000     77.93000     56.72000     81.10000     65.76000
197405     76.80000     78.61000     56.82000     82.10000     66.53000
197406     75.69000     77.50000     55.32000     82.40000     66.74000
197407     75.32000     77.76000     54.82000     82.10000     66.46000
197408     74.76000     75.63000     54.02000     82.30000     66.25000
197409     74.64000     75.71000     53.42000     80.90000     66.46000
197410     74.89000     75.29000     52.32000     79.30000     66.04000
197411     73.53000     74.69000     51.42000     79.10000     64.13000
197412     73.10000     71.11000     50.42000     77.80000     61.45000
197501     70.76000     71.88000     48.42000     78.50000     59.83000
197502     71.01000     71.45000     48.02000     78.00000     58.91000
197503     70.02000     71.28000     47.42000     76.40000     57.85000
197504     70.70000     70.60000     48.42000     75.10000     58.35000
197505     69.28000     70.26000     48.42000     74.00000     58.21000
197506     70.21000     70.43000     49.02000     74.60000     58.98000
197507     71.01000     69.33000     49.52000     73.60000     59.34000
197508     70.64000     71.28000     49.42000     72.70000     60.39000
197509     70.94000     71.20000     49.92000     74.00000     60.96000
197510     69.84000     72.73000     50.02000     74.90000     61.31000
197511     71.81000     73.33000     49.22000     75.00000     61.88000
