     1.81622      6.42130
     1.81620      6.42132
     1.81626      6.42131
     1.81626      6.42134
     1.81631      6.42133
     1.81631      6.42136
     1.81629      6.42138
     1.81634      6.42137
     1.81638      6.42138
     1.81638      6.42136
     1.81632      6.42138
     1.81632      6.42136
     1.81629      6.42137
     1.81622      6.42140
     1.81622      6.42142
     1.81624      6.42140
     1.81619      6.42136
     1.81622      6.42138
     1.81620      6.42135
     1.81617      6.42138
     1.81610      6.42137
     1.81613      6.42137
     1.81622      6.42137
     1.81627      6.42136
     1.81627      6.42135
     1.81627      6.42136
     1.81634      6.42137
     1.81629      6.42141
     1.81622      6.42139
     1.81620      6.42143
     1.81622      6.42139
     1.81622      6.42140
     1.81624      6.42139
     1.81629      6.42140
     1.81622      6.42139
     1.81617      6.42139
     1.81622      6.42141
     1.81620      6.42141
     1.81619      6.42141
     1.81617      6.42142
     1.81620      6.42141
     1.81619      6.42144
     1.81615      6.42144
     1.81608      6.42143
     1.81606      6.42136
     1.81608      6.42137
     1.81615      6.42137
     1.81612      6.42135
     1.81606      6.42136
     1.81608      6.42136
     1.81608      6.42132
     1.81606      6.42130
     1.81608      6.42131
     1.81603      6.42131
     1.81613      6.42131
     1.81612      6.42131
     1.81613      6.42132
     1.81619      6.42133
     1.81617      6.42132
     1.81615      6.42131
     1.81610      6.42130
     1.81612      6.42131
     1.81612      6.42132
     1.81608      6.42132
     1.81610      6.42132
     1.81612      6.42132
     1.81615      6.42135
     1.81606      6.42134
     1.81598      6.42131
     1.81605      6.42127
     1.81612      6.42128
     1.81612      6.42130
     1.81610      6.42129
     1.81610      6.42129
     1.81610      6.42130
     1.81617      6.42131
     1.81617      6.42131
     1.81617      6.42132
     1.81615      6.42134
     1.81610      6.42132
     1.81606      6.42132
     1.81608      6.42131
     1.81610      6.42130
     1.81601      6.42130
     1.81601      6.42131
     1.81606      6.42128
     1.81606      6.42129
     1.81608      6.42130
     1.81605      6.42130
     1.81610      6.42131
     1.81610      6.42132
     1.81615      6.42132
     1.81613      6.42132
     1.81606      6.42131
     1.81610      6.42130
     1.81610      6.42131
     1.81615      6.42132
     1.81617      6.42133
     1.81619      6.42135
     1.81617      6.42133
     1.81622      6.42134
     1.81622      6.42135
     1.81626      6.42140
     1.81624      6.42139
     1.81624      6.42140
     1.81624      6.42141
     1.81620      6.42140
     1.81622      6.42142
     1.81624      6.42143
     1.81620      6.42138
     1.81624      6.42139
     1.81627      6.42142
     1.81624      6.42142
     1.81626      6.42142
     1.81624      6.42142
     1.81627      6.42143
     1.81626      6.42143
     1.81624      6.42142
     1.81624      6.42138
     1.81624      6.42140
     1.81624      6.42142
     1.81631      6.42143
     1.81631      6.42144
     1.81632      6.42147
     1.81632      6.42147
     1.81632      6.42149
     1.81632      6.42150
     1.81636      6.42150
     1.81636      6.42152
     1.81638      6.42156
     1.81636      6.42155
     1.81638      6.42155
     1.81636      6.42155
     1.81636      6.42157
     1.81634      6.42156
     1.81634      6.42157
     1.81636      6.42159
     1.81636      6.42158
     1.81641      6.42159
     1.81636      6.42156
     1.81634      6.42159
     1.81634      6.42159
     1.81634      6.42159
     1.81636      6.42161
     1.81632      6.42160
     1.81632      6.42160
     1.81634      6.42159
     1.81631      6.42159
     1.81631      6.42158
     1.81631      6.42160
     1.81632      6.42163
     1.81632      6.42162
     1.81632      6.42161
     1.81632      6.42162
     1.81632      6.42163
     1.81629      6.42161
     1.81632      6.42163
     1.81631      6.42162
     1.81629      6.42162
     1.81627      6.42162
     1.81629      6.42159
     1.81627      6.42158
     1.81627      6.42157
     1.81626      6.42157
     1.81624      6.42156
     1.81624      6.42154
     1.81624      6.42153
     1.81620      6.42152
     1.81624      6.42153
     1.81622      6.42153
     1.81620      6.42153
     1.81619      6.42150
     1.81620      6.42148
     1.81624      6.42149
     1.81622      6.42148
     1.81617      6.42147
     1.81622      6.42148
     1.81620      6.42148
     1.81626      6.42150
     1.81622      6.42152
     1.81619      6.42149
     1.81620      6.42147
     1.81619      6.42146
     1.81613      6.42144
     1.81615      6.42143
     1.81617      6.42145
     1.81617      6.42143
     1.81619      6.42143
     1.81619      6.42142
     1.81617      6.42141
     1.81619      6.42140
     1.81624      6.42141
     1.81617      6.42143
     1.81617      6.42144
     1.81615      6.42142
     1.81619      6.42141
     1.81617      6.42141
     1.81615      6.42142
     1.81615      6.42142
     1.81613      6.42142
     1.81617      6.42141
     1.81620      6.42141
     1.81619      6.42143
     1.81620      6.42144
     1.81617      6.42143
     1.81619      6.42143
     1.81624      6.42141
     1.81624      6.42141
     1.81624      6.42142
     1.81622      6.42141
     1.81622      6.42143
     1.81622      6.42142
     1.81626      6.42141
     1.81626      6.42140
     1.81626      6.42140
     1.81627      6.42141
     1.81626      6.42141
     1.81622      6.42142
     1.81622      6.42144
     1.81624      6.42145
     1.81624      6.42146
     1.81624      6.42146
     1.81624      6.42146
     1.81624      6.42145
     1.81626      6.42144
     1.81622      6.42143
     1.81622      6.42144
     1.81620      6.42142
     1.81620      6.42145
     1.81622      6.42143
     1.81622      6.42142
     1.81622      6.42142
     1.81624      6.42142
     1.81624      6.42143
     1.81626      6.42142
     1.81622      6.42141
     1.81622      6.42143
     1.81622      6.42142
     1.81626      6.42143
     1.81624      6.42141
     1.81624      6.42142
     1.81624      6.42144
     1.81629      6.42145
     1.81629      6.42145
     1.81631      6.42144
     1.81627      6.42144
     1.81631      6.42142
     1.81627      6.42142
     1.81631      6.42143
     1.81636      6.42143
     1.81634      6.42141
     1.81629      6.42141
     1.81627      6.42142
     1.81629      6.42145
     1.81622      6.42146
     1.81622      6.42148
     1.81622      6.42148
     1.81622      6.42151
     1.81622      6.42149
     1.81624      6.42151
     1.81622      6.42150
     1.81624      6.42152
     1.81619      6.42153
     1.81620      6.42151
     1.81624      6.42153
     1.81626      6.42154
     1.81629      6.42154
     1.81626      6.42151
     1.81624      6.42149
     1.81627      6.42152
     1.81629      6.42148
     1.81631      6.42149
     1.81626      6.42150
     1.81631      6.42148
     1.81629      6.42145
     1.81629      6.42145
     1.81631      6.42146
     1.81636      6.42145
     1.81634      6.42146
     1.81634      6.42145
     1.81636      6.42144
     1.81634      6.42143
     1.81632      6.42145
     1.81632      6.42146
     1.81636      6.42147
     1.81645      6.42148
     1.81645      6.42148
     1.81643      6.42148
     1.81641      6.42149
     1.81643      6.42148
     1.81639      6.42150
     1.81639      6.42151
     1.81641      6.42152
     1.81639      6.42152
     1.81636      6.42151
     1.81639      6.42153
     1.81645      6.42153
     1.81646      6.42152
     1.81648      6.42153
     1.81645      6.42153
     1.81646      6.42154
     1.81650      6.42150
     1.81650      6.42152
     1.81648      6.42153
     1.81648      6.42155
     1.81645      6.42153
     1.81652      6.42155
     1.81652      6.42157
     1.81646      6.42157
     1.81655      6.42158
     1.81662      6.42160
     1.81662      6.42159
     1.81660      6.42160
     1.81655      6.42159
     1.81655      6.42159
     1.81667      6.42160
     1.81664      6.42162
     1.81662      6.42162
     1.81664      6.42164
     1.81662      6.42164
     1.81667      6.42167
     1.81662      6.42168
     1.81664      6.42168
     1.81662      6.42168
     1.81660      6.42168
     1.81658      6.42169
     1.81658      6.42170
     1.81658      6.42172
     1.81658      6.42175
     1.81657      6.42177
     1.81658      6.42178
     1.81665      6.42181
     1.81669      6.42181
     1.81660      6.42179
     1.81660      6.42180
     1.81660      6.42179
     1.81665      6.42178
     1.81662      6.42179
     1.81662      6.42179
     1.81658      6.42177
     1.81660      6.42176
     1.81664      6.42176
     1.81671      6.42179
     1.81664      6.42177
     1.81664      6.42177
     1.81667      6.42176
     1.81665      6.42177
     1.81665      6.42179
     1.81664      6.42177
     1.81660      6.42176
     1.81662      6.42177
     1.81665      6.42177
     1.81660      6.42176
     1.81662      6.42179
     1.81660      6.42178
     1.81660      6.42177
     1.81657      6.42179
     1.81655      6.42178
     1.81652      6.42179
     1.81653      6.42177
     1.81653      6.42177
     1.81657      6.42179
     1.81658      6.42179
     1.81658      6.42178
     1.81664      6.42177
     1.81665      6.42180
     1.81664      6.42183
     1.81665      6.42180
     1.81669      6.42177
     1.81667      6.42176
     1.81669      6.42177
     1.81671      6.42179
     1.81672      6.42179
     1.81669      6.42178
     1.81672      6.42178
     1.81672      6.42181
     1.81671      6.42181
     1.81671      6.42179
     1.81672      6.42178
     1.81638      6.42171
     1.81626      6.42168
     1.81626      6.42166
     1.81629      6.42166
     1.81606      6.42163
     1.81613      6.42157
     1.81598      6.42149
     1.81596      6.42141
     1.81558      6.42136
     1.81575      6.42128
     1.81572      6.42117
     1.81582      6.42105
     1.81579      6.42095
     1.81579      6.42089
     1.81589      6.42090
     1.81587      6.42093
     1.81586      6.42095
     1.81596      6.42099
     1.81592      6.42102
     1.81582      6.42103
     1.81584      6.42110
     1.81589      6.42114
     1.81591      6.42114
     1.81589      6.42115
     1.81589      6.42113
     1.81589      6.42117
     1.81589      6.42117
     1.81591      6.42117
     1.81589      6.42117
     1.81592      6.42115
     1.81587      6.42115
     1.81596      6.42115
     1.81598      6.42117
     1.81598      6.42120
     1.81598      6.42120
     1.81598      6.42123
     1.81592      6.42121
     1.81596      6.42121
     1.81591      6.42119
     1.81591      6.42118
     1.81592      6.42119
     1.81594      6.42120
     1.81594      6.42122
     1.81586      6.42122
     1.81587      6.42121
     1.81582      6.42117
     1.81575      6.42115
     1.81579      6.42111
     1.81577      6.42105
     1.81580      6.42107
     1.81582      6.42105
     1.81575      6.42104
     1.81573      6.42104
     1.81568      6.42100
     1.81573      6.42094
     1.81570      6.42091
     1.81582      6.42091
     1.81587      6.42088
     1.81591      6.42089
     1.81586      6.42088
     1.81584      6.42090
     1.81580      6.42090
     1.81582      6.42088
     1.81582      6.42089
     1.81584      6.42089
     1.81582      6.42090
     1.81579      6.42089
     1.81582      6.42091
     1.81577      6.42090
     1.81579      6.42089
     1.81577      6.42090
     1.81568      6.42087
     1.81570      6.42087
     1.81565      6.42085
     1.81559      6.42086
     1.81572      6.42085
     1.81563      6.42084
     1.81565      6.42083
     1.81561      6.42081
     1.81577      6.42081
     1.81579      6.42082
     1.81587      6.42083
     1.81596      6.42084
     1.81589      6.42090
     1.81591      6.42098
     1.81596      6.42099
     1.81599      6.42100
     1.81603      6.42099
     1.81599      6.42103
     1.81603      6.42106
     1.81601      6.42105
     1.81596      6.42106
     1.81591      6.42106
     1.81589      6.42107
     1.81594      6.42110
     1.81596      6.42109
     1.81592      6.42106
     1.81598      6.42108
     1.81596      6.42106
     1.81598      6.42111
     1.81598      6.42111
     1.81596      6.42111
     1.81592      6.42113
     1.81594      6.42111
     1.81596      6.42112
     1.81598      6.42109
     1.81594      6.42111
     1.81591      6.42112
     1.81596      6.42112
     1.81594      6.42115
     1.81589      6.42113
     1.81589      6.42112
     1.81591      6.42112
     1.81587      6.42112
     1.81586      6.42113
     1.81594      6.42111
     1.81592      6.42113
     1.81591      6.42112
     1.81591      6.42112
     1.81596      6.42114
     1.81598      6.42115
     1.81596      6.42114
     1.81599      6.42118
     1.81594      6.42115
     1.81599      6.42114
     1.81598      6.42115
