196701     -0.74117     -0.28793      0.14899
196702     -0.79344     -0.28062      0.16573
196703     -0.75986     -0.28133      0.16018
196704     -0.67837     -0.28044      0.20326
196801     -0.65262     -0.26125      0.18000
196802     -0.60706     -0.24963      0.19474
196803     -0.49968     -0.23797      0.18019
196804     -0.57127     -0.23474      0.21156
196901     -0.74581     -0.22058      0.22189
196902     -0.45002     -0.22797      0.24170
196903     -0.48166     -0.22410      0.23750
196904     -0.50332     -0.21874      0.21630
197001     -0.48524     -0.21075      0.18987
197002     -0.49243     -0.20925      0.18327
197003     -0.43628     -0.20710      0.19541
197004     -0.44657     -0.19888      0.18311
197101     -0.48166     -0.19757      0.19678
197102     -0.41601     -0.20117      0.20385
197103     -0.30531     -0.20727      0.18068
197104     -0.57127     -0.18553      0.20386
197201     -0.29637     -0.19316      0.19879
197202     -0.42272     -0.15952      0.15709
197203     -0.30232     -0.15449      0.17311
197204     -0.30531     -0.14187      0.16582
197301     -0.29045     -0.13478      0.12827
197302     -0.33880     -0.14249      0.05978
197303     -0.35755     -0.13156      0.02567
197304     -0.32039     -0.13632     -0.01677
197401     -0.37345     -0.13370     -0.03360
197402     -0.41936     -0.14327     -0.06405
197403     -0.49243     -0.14327     -0.12001
197404     -0.51433     -0.16141     -0.14335
197501     -0.72738     -0.14840     -0.20867
197502     -0.73195     -0.12682     -0.17777
197503     -0.53295     -0.12362     -0.08861
197504     -0.46396     -0.12226     -0.06819
197601     -0.45002     -0.10675     -0.07729
197602     -0.40602     -0.09619     -0.09129
197603     -0.34501     -0.09221     -0.11644
197604     -0.36706     -0.08589     -0.13182
197701     -0.37988     -0.07339     -0.17913
197702     -0.34501     -0.07744     -0.23431
197703     -0.40934     -0.07469     -0.19908
197704     -0.38311     -0.05875     -0.18545
197801     -0.22757     -0.06146     -0.18711
197802     -0.22480     -0.05194     -0.17361
197803     -0.22757     -0.03985     -0.12134
197804     -0.19219     -0.02873     -0.14972
197901     -0.17628     -0.02845     -0.13578
197902     -0.16321     -0.02831     -0.14556
197903     -0.23871     -0.01337     -0.16260
197904     -0.18686     -0.00388     -0.19390
198001     -0.24998 4.20911e-004     -0.22956
198002     -0.29637     -0.00929     -0.23920
198003     -0.36706     -0.00699     -0.26902
198004     -0.27001     -0.00523     -0.21904
198101     -0.22757      0.00176     -0.21007
198102     -0.24998      0.00498     -0.17627
198103     -0.25566      0.00444     -0.12812
198104     -0.16841 6.89762e-004     -0.08442
198201     -0.25852      0.00337     -0.07510
198202     -0.18952 -1.15807e-004     -0.06126
198203     -0.11010      0.00444     -0.03538
198204     -0.14519      0.01733     -0.03469
198301     -0.09543      0.01799     -0.00672
198302     -0.04340      0.02692 7.45330e-004
198303 -5.56655e-004      0.03913      0.00165
198304      0.03841      0.04634      0.00579
198401      0.14122      0.04749      0.00726
198402      0.16395      0.06413     -0.00626
198403      0.17512      0.06551     -0.00392
198404      0.16955      0.07053      0.01016
198501      0.19165      0.07702      0.04014
198502      0.19891      0.08384      0.05311
198503      0.21327      0.08950      0.06630
198504      0.25002      0.09611      0.03889
198601      0.27211      0.10703      0.00518
198602      0.28381      0.11520      0.01853
198603      0.30842      0.11448      0.00857
198604      0.33718      0.12117      0.02059
198701      0.35590      0.12698      0.02334
198702      0.38033      0.12899      0.00532
198703      0.34814      0.13558     -0.00460
198704      0.33560      0.13699     -0.02598
198801      0.37124      0.14480     -0.03865
198802      0.32290      0.15612     -0.03184
198803      0.35280      0.16368     -0.01659
198804      0.35898      0.16970     -0.01392
198901      0.34189      0.17276     -0.00893
198902      0.37579      0.17163      0.00374
198903      0.41005      0.17400      0.03033
198904      0.43320      0.17659      0.04156
199001      0.43606      0.18041      0.03348
199002      0.43034      0.18198      0.04044
199003      0.41151      0.18801      0.03726
199004      0.38784      0.18578      0.03958
199101      0.38334      0.17813      0.05646
199102      0.39232      0.17884      0.06203
199103      0.40270      0.17488      0.06737
199104      0.46558      0.16153      0.07283
199201      0.46834      0.17130      0.06631
199202      0.51027      0.16312      0.07573
199203      0.51687      0.17046      0.06955
199204      0.51818      0.19050      0.05758
199301      0.53641      0.18328      0.09000
199302      0.55937      0.18671      0.08015
199303      0.56691      0.19193      0.06891
199304      0.56315      0.20019      0.06662
199401      0.58305      0.20893      0.07212
199402      0.60136      0.21526      0.06178
199403      0.61576      0.21915      0.03876
DATE        CML          CDL          PL
