197304      4.76667      7.92400
197401      5.13333      7.91841
197402      5.20000      7.92124
197403      5.63333      7.90813
197404      6.60000      7.89930
197501      8.26667      7.87956
197502      8.86667      7.88968
197503      8.46667      7.90651
197504      8.30000      7.92034
197601      7.73333      7.93895
197602      7.56667      7.94339
197603      7.73333      7.94754
197604      7.76667      7.95746
197701      7.50000      7.97109
197702      7.13333      7.98708
197703      6.90000      8.00697
197704      6.66667      8.00440
197801      6.33333      8.01318
197802      6.00000      8.04427
197803      6.03333      8.05281
197804      5.90000      8.06514
197901      5.86667      8.06517
197902      5.70000      8.06423
197903      5.86667      8.07322
197904      5.96667      8.07131
198001      6.30000      8.08129
198002      7.33333      8.05738
198003      7.66667      8.05804
198004      7.40000      8.07066
198101      7.43333      8.08982
198102      7.40000      8.08647
198103      7.40000      8.09089
198104      8.23333      8.07683
198201      8.83333      8.06161
198202      9.43333      8.06461
198203      9.90000      8.05659
198204     10.66667      8.05811
198301     10.36667      8.06671
198302     10.13333      8.08896
198303      9.36667      8.10362
198304      8.53333      8.12121
198401      7.86667      8.14662
198402      7.43333      8.15995
198403      7.43333      8.16639
198404      7.30000      8.17052
198501      7.23333      8.18242
198502      7.30000      8.18847
198503      7.20000      8.19858
198504      7.03333      8.20587
198601      7.03333      8.22178
198602      7.16667      8.21733
198603      6.96667      8.21943
198604      6.83333      8.22513
198701      6.60000      8.23780
198702      6.26667      8.24808
198703      6.00000      8.25814
198704      5.83333      8.27402
198801      5.70000      8.28657
198802      5.46667      8.29550
198803      5.50000      8.30204
198804      5.30000      8.30877
DATE        UNEMP        GNPL

